timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,bytes_transferred,duration,packet_size_avg,packets_per_second,bytes_per_second,tcp_flags,service,label,src_ip_malicious,dst_ip_malicious,src_country,dst_country,src_ip_reputation,anomaly_score
2025-09-23T19:30:12.611330,192.168.3.65,10.0.5.135,10114,53,UDP,184,267352,180.88812891662295,1453,1.0172032907964426,1477.996381527231,RST,DNS,Normal,False,False,KP,US,0.7346574366032821,0.14634548603580647
2025-09-29T14:17:59.611335,192.168.3.159,10.0.10.251,36352,53,UDP,138,51198,285.4286292080193,371,0.48348338561170096,179.37233606194104,FIN,DNS,Normal,False,False,CN,US,0.8413580207391944,0.08506749171784518
2025-09-27T05:55:42.611340,192.168.1.27,10.0.10.198,16501,53,TCP,110,91410,105.91562324764884,831,1.0385625522195265,863.0454808944265,RST,DNS,Normal,False,False,DE,US,0.8505404564672798,0.16867612223600373
2025-09-25T19:40:42.611345,192.168.9.85,10.0.5.220,10708,443,ICMP,30,14820,284.25907212989557,494,0.10553752875929723,52.13553920709283,RST,HTTPS,Malware C2,False,False,IR,US,0.8416125052820266,0.7165570101400919
2025-09-28T22:32:15.611351,192.168.8.147,10.0.1.92,63350,25,TCP,35,42875,41.66201605165745,1225,0.8400937668643518,1029.114864408831,PSH,SMTP,Normal,False,False,KP,US,0.8553043156415397,0.13512973239879397
2025-09-24T04:52:06.611356,192.168.4.47,10.0.3.85,60265,25,ICMP,169,74867,216.4585503203116,443,0.7807499391912066,345.8722230617045,ACK,SMTP,Normal,False,False,IR,US,0.985482921773464,0.09013366601929626
2025-09-24T06:11:02.611360,192.168.6.33,10.0.10.172,6700,8080,UDP,46,32292,429.0457668484141,702,0.10721466928317751,75.26469783679062,PSH,Unknown,Malware C2,False,False,IR,US,0.914893535855426,0.994080885302611
2025-09-29T04:04:35.611366,203.0.113.215,10.0.8.122,48740,443,ICMP,264,113256,19.870672598779006,429,13.285911621140697,5699.656085469359,ACK,HTTPS,Botnet,True,False,CN,US,0.16795503838501868,0.7539821749868842
2025-09-30T01:50:10.611372,192.168.2.69,10.0.10.164,43544,25,ICMP,58,52490,131.6116890710496,905,0.4406903399643259,398.82475766771495,FIN,SMTP,Normal,False,False,KP,US,0.7432236556977956,0.20718779474648755
2025-09-26T22:50:24.611376,192.168.5.110,10.0.8.183,22132,110,TCP,94,49632,224.51121848788878,528,0.4186873183135426,221.0669040695505,PSH,POP3,Normal,False,False,KP,US,0.937613160594183,0.15827192152833006
2025-09-30T05:04:19.611381,192.168.8.88,10.0.6.7,20715,25,ICMP,157,47728,116.71676934076446,304,1.3451366147877624,408.9215308954798,RST,SMTP,Normal,False,False,IR,US,0.7838170516890018,0.12595742594120823
2025-09-29T18:49:08.611386,192.168.1.108,10.0.3.165,15701,110,ICMP,134,168572,124.77583423499891,1258,1.0739258993662875,1350.9987814027895,FIN,POP3,Normal,False,False,FR,US,0.7258234825035185,0.2351251121457665
2025-09-26T13:45:20.611391,192.168.1.213,10.0.8.212,60051,25,UDP,104,102544,22.442912281096195,986,4.633979703587749,4569.103987737521,RST,SMTP,Normal,False,False,RU,US,0.7809864808309618,0.19798446586021165
2025-09-26T22:47:00.611396,192.168.10.190,10.0.7.236,10888,25,TCP,5,5325,263.2740993656024,1065,0.01899161372899284,20.226068621377376,SYN,SMTP,Normal,False,False,CN,US,0.9080051079760556,0.06882021353652387
2025-09-29T17:55:17.611400,192.168.3.23,10.0.1.84,4730,53,UDP,198,100782,59.0968622646951,509,3.35043168811835,1705.36972925224,RST,DNS,Normal,False,False,RU,US,0.8955378066075472,0.02687824100409224
2025-09-26T12:32:40.611405,91.209.204,10.0.1.39,1390,22,UDP,842,1058394,3.236207210874935,1257,260.1811148465856,327047.66136215813,FIN,SSH,Data Exfiltration,False,False,AU,US,0.7685270658526377,0.7448611158007328
2025-09-26T00:59:45.611411,192.168.3.220,10.0.8.96,27745,110,ICMP,19,13946,43.328578055462195,734,0.43850965927567004,321.8660899083418,RST,POP3,Normal,False,False,RU,US,0.9409850157042356,0.07469855961596675
2025-09-26T08:24:40.611415,192.168.8.75,10.0.1.119,11005,443,UDP,128,30464,18.815161667039437,238,6.803024192145609,1619.119757730655,PSH,HTTPS,Normal,False,False,GB,US,0.8416782093465199,0.09970271212400122
2025-09-25T06:15:56.611420,77.72.78,10.0.10.127,45462,21,ICMP,941,818670,9.85252265297999,870,95.50853452901075,83092.42504023935,FIN,FTP,Botnet,False,False,FR,US,0.8892989996754365,0.8597380934494594
2025-09-30T14:44:59.611425,192.168.7.60,10.0.1.14,57976,80,UDP,61,38003,217.83091688034798,623,0.2800337108873604,174.4610018828255,FIN,HTTP,Normal,False,False,CA,US,0.9799143560560516,0.0981753953696511
2025-09-28T17:43:16.611430,192.168.2.122,10.0.4.232,43887,80,TCP,72,29592,226.72833133730288,411,0.31756066643866343,130.51743390629068,RST,HTTP,Normal,False,False,US,US,0.7785808843589804,0.017714129493789664
2025-09-27T23:49:30.611434,203.0.113.135,10.0.8.207,30831,80,ICMP,4257,332046,1.8295884240353537,78,2326.7528063009545,181486.71889147445,ACK,HTTP,DDoS,True,False,US,US,0.2677784401094206,0.7294281705541008
2025-09-27T03:41:00.611440,192.168.1.188,10.0.5.197,9222,53,ICMP,99,97911,75.91522090867403,989,1.3040863059477485,1289.7413565823233,SYN,DNS,Normal,False,False,US,US,0.86626874494888,0.2569541190200671
2025-09-25T04:20:19.611444,192.168.6.8,10.0.3.251,60444,80,ICMP,23,14099,33.235095811237095,613,0.6920395274510834,424.2202303275141,PSH,HTTP,Normal,False,False,GB,US,0.7586336058709043,0.2933055370626532
2025-09-24T08:39:48.611449,192.168.5.38,10.0.5.71,12209,80,UDP,123,58056,264.04705409846787,472,0.46582606429735474,219.86990234835145,RST,HTTP,Normal,False,False,RU,US,0.9865778589365279,0.2995279397340813
2025-09-25T03:15:03.611453,192.168.3.179,10.0.2.50,45842,110,ICMP,174,72558,20.282468218577336,417,8.578837551961652,3577.375259168009,FIN,POP3,Normal,False,False,IR,US,0.838700856447845,0.07276534819142934
2025-09-30T16:26:05.611458,192.168.8.23,10.0.10.36,11620,443,TCP,2,1140,236.13270425097173,570,0.008469813642901053,4.827793776453601,RST,HTTPS,Normal,False,False,CN,US,0.9897135828528554,0.18338453076807434
2025-09-28T00:44:42.611462,192.168.6.230,10.0.6.239,21468,80,ICMP,40,57880,247.77491937970402,1447,0.16143683993577165,233.59910738706157,RST,HTTP,Normal,False,False,RU,US,0.8003398653408565,0.09111652331309342
2025-09-27T05:24:03.611467,192.168.7.245,10.0.3.236,32972,80,TCP,131,162702,88.55680055918312,1242,1.4792765679520208,1837.2614973964098,ACK,HTTP,Normal,False,False,FR,US,0.7354898628760541,0.23455625497004662
2025-09-26T00:26:43.611472,77.72.75,10.0.3.122,6315,143,ICMP,322,303968,4.851974123758881,944,66.36473975061988,62648.31432458515,FIN,IMAP,Botnet,False,False,KP,US,0.8234199863097739,0.9879192022700534
2025-09-23T22:24:27.611477,192.168.2.76,10.0.1.49,41776,53,UDP,18,1278,26.60942622768312,71,0.6764520153867015,48.028093092455805,RST,DNS,Normal,False,False,CA,US,0.7306984730863092,0.2250482350783771
2025-09-29T21:11:24.611482,192.168.3.28,10.0.3.74,61669,80,ICMP,172,96836,6.021005523787406,563,28.566657067573402,16083.027929043825,RST,HTTP,Normal,False,False,CA,US,0.7108992054456057,0.13008092497885054
2025-09-28T06:15:41.611486,172.16.0.99,10.0.1.160,52653,80,UDP,7170,917760,0.3229362127490689,128,22202.52705314069,2841923.4628020083,FIN,HTTP,DDoS,False,False,CA,US,0.9812068322456377,0.7094043891136095
2025-09-24T09:41:34.611491,192.168.9.218,10.0.7.132,20542,25,TCP,33,12738,187.45807343523364,386,0.17603936387088406,67.95119445416124,PSH,SMTP,Normal,False,False,IR,US,0.999047132560878,0.12868420396057506
2025-09-30T14:20:17.611496,192.168.8.240,10.0.2.84,3773,110,TCP,190,173660,282.62347828663405,914,0.6722725272219027,614.457089880819,FIN,POP3,Normal,False,False,KP,US,0.7483045170215481,0.13032173905908975
2025-09-28T09:51:00.611503,192.168.9.177,10.0.5.180,58403,80,ICMP,115,51175,216.91044251605354,445,0.5301727232034431,235.92686182553217,RST,HTTP,Normal,False,False,CA,US,0.9570602422586079,0.25904150288655203
2025-09-30T04:46:27.611508,192.168.8.160,10.0.7.212,37107,443,ICMP,147,43218,97.78481698773415,294,1.503300865393441,441.9704544256717,RST,HTTPS,Normal,False,False,CN,US,0.7062230946762166,0.1668589933400044
2025-09-28T08:33:07.611512,192.168.6.60,10.0.4.55,5386,110,UDP,138,179400,262.0630889522883,1300,0.5265907554998123,684.567982149756,ACK,POP3,Normal,False,False,RU,US,0.7546249078778536,0.18832067637192976
2025-09-25T12:32:43.611517,192.168.2.29,10.0.9.191,36042,53,UDP,198,242550,228.57013617932157,1225,0.8662548979918436,1061.1622500400083,SYN,DNS,Normal,False,False,AU,US,0.8806570954374859,0.028713563370155314
2025-09-27T15:24:12.611522,192.168.5.197,10.0.4.51,3317,443,UDP,66,74250,85.25931868693348,1125,0.7741089304542484,870.8725467610295,ACK,HTTPS,Normal,False,False,KP,US,0.8100373980490496,0.27109064902374663
2025-09-27T18:17:33.611526,192.168.6.71,10.0.3.81,10687,110,TCP,61,89914,120.87961768556254,1474,0.5046342896175923,743.8309428963311,PSH,POP3,Normal,False,False,CA,US,0.9534680831000227,0.03197089207674945
2025-09-28T10:08:43.611531,192.168.4.223,10.0.8.219,10913,25,TCP,79,45504,177.3446572255321,576,0.44546027625480933,256.58511912277015,RST,SMTP,Normal,False,False,CA,US,0.9430594091824727,0.035671721412933066
2025-09-26T13:59:02.611536,185.220.155,10.0.5.136,44693,22,UDP,355,101530,127.44201720741157,286,2.7855805155864597,796.6760274577275,PSH,SSH,Brute Force,False,False,US,US,0.8439054461879827,0.9690702527980929
2025-09-29T09:01:57.611542,192.168.5.187,10.0.6.93,18826,53,UDP,113,144979,239.51603278974636,1283,0.4717847013573177,605.2997718414387,FIN,DNS,Normal,False,False,KP,US,0.978442588009265,0.19416992502149116
2025-09-30T18:03:34.611546,192.168.2.244,10.0.4.177,49351,25,ICMP,150,180300,178.4417877034032,1202,0.8406102736950961,1010.4135489815055,ACK,SMTP,Normal,False,False,KP,US,0.969028767653729,0.008738573608973576
2025-09-28T01:35:56.611551,192.168.7.83,10.0.2.235,12541,53,ICMP,21,4221,124.55237661486171,201,0.16860376791472848,33.88935735086042,PSH,DNS,Normal,False,False,DE,US,0.7906739762656279,0.03244560802718189
2025-09-25T20:04:24.611556,91.209.127,10.0.2.215,46992,3389,TCP,371,92750,64.4803598185931,250,5.7536899769753,1438.422494243825,PSH,RDP,Brute Force,False,False,US,US,0.8263079272756823,0.8822937143065804
2025-09-28T02:51:39.611561,192.168.7.2,10.0.1.1,4850,443,ICMP,183,102663,51.53516335559355,561,3.5509735117612165,1992.0961400980425,PSH,HTTPS,Normal,False,False,DE,US,0.9201592955988354,0.07832881497147479
2025-09-30T08:34:31.611566,192.168.9.166,10.0.9.122,8555,25,ICMP,117,146835,131.96436612625217,1255,0.8866029780195697,1112.68673741456,FIN,SMTP,Normal,False,False,CN,US,0.7424415826448388,0.15691821852692894
2025-09-28T21:15:55.611571,192.168.4.159,10.0.3.40,55204,443,ICMP,136,89080,65.23101082629398,655,2.0848979385304838,1365.6081497374669,FIN,HTTPS,Normal,False,False,AU,US,0.9424059757112176,0.2618250172226106
2025-09-24T14:40:29.611575,192.168.1.138,10.0.6.28,51152,110,UDP,95,140505,246.70149512802703,1479,0.38508076309265676,569.5344486140394,SYN,POP3,Normal,False,False,US,US,0.7094132990502418,0.06590187494242601
2025-09-24T04:15:57.611580,192.168.8.204,10.0.4.159,2023,25,ICMP,48,48336,128.03621524283352,1007,0.37489393066612586,377.51818818078874,ACK,SMTP,Normal,False,False,KP,US,0.8791311490904711,0.05696688191547767
2025-09-29T05:21:22.611585,192.168.3.151,10.0.7.128,45263,443,ICMP,90,132840,134.9135050925928,1476,0.6670940758542437,984.6308559608638,FIN,HTTPS,Normal,False,False,AU,US,0.9565488292299706,0.13082754964782234
2025-09-27T09:39:14.611590,192.168.6.28,10.0.6.27,2637,110,UDP,194,167616,71.98269955775369,864,2.6950920317228237,2328.55951540852,PSH,POP3,Normal,False,False,US,US,0.8238616316154468,0.10933986410922548
2025-09-26T00:58:09.611594,192.168.3.61,10.0.3.52,15808,25,ICMP,103,51706,282.30040295947856,502,0.36485955712498447,183.1594976767422,SYN,SMTP,Normal,False,False,AU,US,0.860230197593627,0.0849201866878266
2025-09-30T07:24:31.611611,91.209.228,10.0.10.248,42650,1433,UDP,632,758400,30.406718700786723,1200,20.78488002007425,24941.8560240891,FIN,MSSQL,Data Exfiltration,False,False,CN,US,0.7215554331083762,0.9414402039218235
2025-09-24T13:43:46.611617,192.168.4.191,10.0.7.228,11117,80,ICMP,93,22134,240.40864968650212,238,0.38684132256170456,92.06823476968569,RST,HTTP,Normal,False,False,FR,US,0.7628496940634248,0.2023013959441576
2025-09-27T01:52:59.611621,192.168.9.142,10.0.9.35,42650,80,UDP,68,79696,98.31531136499946,1172,0.6916521857673554,810.6163617193406,ACK,HTTP,Normal,False,False,IR,US,0.8915226299492102,0.09023259408905525
2025-09-26T13:37:07.611626,192.168.6.216,10.0.5.215,14309,25,ICMP,88,125928,276.7465752652929,1431,0.31798044805303205,455.0300211638889,PSH,SMTP,Normal,False,False,FR,US,0.7245274179838832,0.1419591524593694
2025-09-26T15:17:14.611630,192.168.7.191,10.0.8.140,4864,110,UDP,150,215550,203.20434861899977,1437,0.7381731789669725,1060.7548581755395,PSH,POP3,Normal,False,False,FR,US,0.7480461314614893,0.25263488031005027
2025-09-23T20:05:48.611635,192.168.10.9,10.0.1.188,55634,443,TCP,25,31500,157.32691163956437,1260,0.15890479091889217,200.22003655780415,RST,HTTPS,Normal,False,False,FR,US,0.7807642951861015,0.13866903038746523
2025-09-25T05:55:40.611639,77.72.6,10.0.10.157,36589,21,TCP,190,44460,73.303810981168,234,2.5919525527644347,606.5168973468777,RST,FTP,Brute Force,False,False,CA,US,0.7091684462243152,0.9244973163238158
2025-09-26T03:16:22.611644,192.168.1.201,10.0.9.179,34748,110,UDP,155,207235,30.07891946178773,1337,5.1531106427181355,6889.708929314147,FIN,POP3,Normal,False,False,AU,US,0.8043765895285264,0.1357567322893136
2025-09-25T20:14:21.611649,192.168.8.192,10.0.10.48,14851,53,UDP,166,123504,267.2250176172942,744,0.6211993228782815,462.1722962214414,FIN,DNS,Normal,False,False,GB,US,0.7670550767235821,0.2342952614870818
2025-09-25T21:13:48.611654,192.168.3.82,10.0.2.127,20955,110,UDP,40,50160,35.1974813761329,1254,1.1364449510618577,1425.1019686315697,ACK,POP3,Normal,False,False,AU,US,0.7180623366276249,0.11188660435841659
2025-09-27T16:32:59.611659,192.168.4.44,10.0.1.236,52607,80,ICMP,153,187119,79.06157474931597,1223,1.935200512829701,2366.750227190724,RST,HTTP,Normal,False,False,CN,US,0.9075473568448962,0.03643811908199966
2025-09-25T12:55:56.611664,172.16.0.109,10.0.3.244,45334,53,ICMP,1505,180600,2.772783711750541,120,542.7758370124905,65133.10044149885,SYN,DNS,DDoS,False,False,FR,US,0.7069557163871514,0.8764981783662477
2025-09-27T10:36:25.611669,192.168.1.19,10.0.4.113,43157,80,TCP,109,157396,271.06150181389944,1444,0.40212276280692666,580.6652694932021,RST,HTTP,Normal,False,False,CA,US,0.9192962060277241,0.20551403279751204
2025-09-30T04:16:30.611673,192.168.5.167,10.0.1.23,54562,53,ICMP,82,101106,42.33332626639273,1233,1.9370081973713829,2388.3311073589152,ACK,DNS,Normal,False,False,CN,US,0.9045738545235129,0.11496105311898125
2025-09-26T03:42:33.611678,192.168.1.205,10.0.2.34,46400,80,UDP,92,42964,212.12518271188318,467,0.4337061673858782,202.5407801692051,RST,HTTP,Normal,False,False,KP,US,0.7702587476319449,0.14702057342626956
2025-09-28T10:17:11.611682,192.168.1.24,10.0.5.129,63832,53,TCP,177,182133,49.05907071704605,1029,3.6078954903338527,3712.524459553534,RST,DNS,Normal,False,False,CA,US,0.8597657728673824,0.16635573704930068
2025-09-29T16:47:27.611687,192.168.6.33,10.0.4.12,43673,25,ICMP,17,9469,38.88116775275398,557,0.43722966625136606,243.5369241020109,SYN,SMTP,Normal,False,False,DE,US,0.8055912671214919,0.05365620985434536
2025-09-25T01:48:26.611692,192.168.8.221,10.0.2.62,48613,25,ICMP,56,35280,269.0544086592441,630,0.20813634044898216,131.12589448285877,PSH,SMTP,Normal,False,False,KP,US,0.7924508798877707,0.2795056116076502
2025-09-25T03:12:52.611697,192.168.5.194,10.0.8.179,26634,25,ICMP,129,75852,196.1718603860917,588,0.6575866678641434,386.66096070411635,SYN,SMTP,Normal,False,False,CA,US,0.9835267981714297,0.040877885049256026
2025-09-26T06:27:43.611701,192.168.10.69,10.0.1.4,49126,443,ICMP,173,82348,155.99289001031258,476,1.1090249048438239,527.8958547056602,SYN,HTTPS,Normal,False,False,FR,US,0.7989243911711373,0.094483706600932
2025-09-25T04:22:30.611707,185.220.71,10.0.6.172,53660,80,TCP,8506,799564,2.2767570657861462,94,3736.0156372515507,351185.4699016458,ACK,HTTP,DDoS,True,False,US,US,0.2791698123312334,0.8370051251915464
2025-09-26T05:08:53.611713,192.168.8.172,10.0.2.78,6098,25,TCP,110,49390,293.61289532497585,449,0.37464294569981366,168.21468261921632,FIN,SMTP,Normal,False,False,US,US,0.8651918914424416,0.2769776718227223
2025-09-26T17:57:23.611718,192.168.7.22,10.0.5.144,61382,53,ICMP,104,122928,247.3222638136589,1182,0.42050399505625247,497.03572215649046,SYN,DNS,Normal,False,False,FR,US,0.8457442556613668,0.2853289503637721
2025-09-28T22:53:42.611725,192.168.6.168,10.0.3.150,14324,110,UDP,197,22064,169.0321513387307,112,1.1654587511296792,130.53138012652406,ACK,POP3,Normal,False,False,IR,US,0.7560468208934821,0.07202342013573139
2025-09-29T19:20:41.611730,192.168.7.235,10.0.8.39,9065,443,TCP,155,105400,62.39793909682957,680,2.484056400636404,1689.1583524327546,ACK,HTTPS,Normal,False,False,CN,US,0.8654157003955559,0.15018961997014982
2025-09-28T06:21:18.611735,192.168.1.98,10.0.2.28,40160,25,ICMP,113,57630,284.0945205440976,510,0.3977549436137751,202.8550212430253,SYN,SMTP,Normal,False,False,DE,US,0.9789288674018478,0.03533457692434483
2025-09-27T22:06:07.611740,192.168.9.149,10.0.3.66,31634,53,ICMP,154,30646,68.74761421646201,199,2.2400777358630695,445.7754694367509,SYN,DNS,Normal,False,False,RU,US,0.7545797376634201,0.2650040091777276
2025-09-28T15:24:05.611745,192.168.8.112,10.0.2.77,48887,80,UDP,196,150920,73.26943898888162,770,2.6750580147029965,2059.7946713213073,RST,HTTP,Normal,False,False,US,US,0.9206809731823261,0.2904438025964614
2025-09-30T17:03:17.611749,192.168.1.140,10.0.1.145,60186,80,TCP,182,257348,244.34071570607418,1414,0.7448615326924639,1053.234207227144,RST,HTTP,Normal,False,False,DE,US,0.8046260899049159,0.13529248953088185
2025-09-27T23:26:58.611754,192.168.7.127,10.0.10.224,37555,443,TCP,19,25935,35.977292500073,1365,0.5281108910561141,720.8713662915957,RST,HTTPS,Normal,False,False,US,US,0.7471642634717675,0.1359346425510665
2025-09-29T14:20:36.611759,192.168.10.132,10.0.4.10,44577,80,ICMP,62,59830,282.0388074044781,965,0.2198279044311956,212.13392777610375,ACK,HTTP,Normal,False,False,GB,US,0.9429960214987667,0.09210484821228085
2025-09-27T06:23:23.611764,192.168.1.94,10.0.3.61,19869,110,ICMP,110,162250,218.86186941012863,1475,0.5026001116433366,741.3351646739214,SYN,POP3,Normal,False,False,GB,US,0.8460154084638583,0.05783101318870549
2025-09-28T21:18:26.611769,192.168.9.220,10.0.6.61,32784,443,ICMP,77,21175,127.03907269833329,275,0.6061127365345624,166.68100254700465,PSH,HTTPS,Normal,False,False,GB,US,0.7776433341960277,0.017829604591813073
2025-09-26T00:29:10.611774,192.168.2.5,10.0.3.88,52785,25,ICMP,7,9583,249.2513974333163,1369,0.028084095303308184,38.4471264702289,RST,SMTP,Normal,False,False,FR,US,0.9057565437948848,0.15554408857083868
2025-09-23T19:57:51.611779,192.168.9.204,10.0.8.247,31683,80,TCP,10,11410,142.16685040544834,1141,0.07033988564479561,80.25780952071179,RST,HTTP,Normal,False,False,GB,US,0.9962405446341911,0.16794708876611156
2025-09-27T09:07:55.611783,192.168.9.75,10.0.4.171,42703,443,ICMP,85,34510,202.72395478067654,406,0.41928937353239776,170.2314856541535,RST,HTTPS,Normal,False,False,RU,US,0.8840129720023038,0.21860137658842457
2025-09-28T01:11:40.611788,192.168.6.217,10.0.7.88,38188,53,UDP,97,6887,266.93132517250143,71,0.3633893471937579,25.800643650756808,RST,DNS,Normal,False,False,FR,US,0.9517350345577908,0.1975371334946898
2025-09-28T16:58:53.611792,192.168.1.12,10.0.8.225,21264,80,ICMP,54,55134,281.7852567006121,1021,0.19163529218057457,195.6596333163666,SYN,HTTP,Normal,False,False,GB,US,0.8456578096890334,0.18759116666191808
2025-09-23T20:05:40.611797,192.168.9.236,10.0.4.4,20527,80,TCP,11,9449,119.5924909057067,859,0.09197901905624664,79.00997736931586,RST,HTTP,Normal,False,False,RU,US,0.7834421995475115,0.05718572575363202
2025-09-27T14:49:46.611801,192.168.2.190,10.0.9.199,54894,110,ICMP,186,244776,273.6259645685825,1316,0.6797600523519776,894.5642288952025,ACK,POP3,Normal,False,False,CN,US,0.9126215118680348,0.29844183469072105
2025-09-30T03:50:39.611806,192.168.6.30,10.0.2.17,1163,80,UDP,142,177216,54.32157047818078,1248,2.614062862137552,3262.3504519476646,ACK,HTTP,Normal,False,False,GB,US,0.702430347282181,0.25555387155185905
2025-09-27T03:01:55.611810,192.168.6.133,10.0.1.33,48971,25,UDP,2,1010,269.99101888725113,505,0.007407653811015116,3.7408651745626336,ACK,SMTP,Normal,False,False,KP,US,0.8931736894702609,0.009346795935077956
