timestamp,hostname,event_type,process_name,user,severity,file_hash,parent_process,command_line,label
2025-09-26T23:34:39.710673,DESKTOP-8614,Malware Detection,notepad.exe,user29,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-27T14:49:35.710676,DESKTOP-6146,Process Creation,chrome.exe,user60,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-27T07:15:42.710679,DESKTOP-6562,Registry Change,outlook.exe,user33,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-24T05:52:32.710682,DESKTOP-9863,File Modification,chrome.exe,user30,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-27T08:32:52.710685,DESKTOP-8690,Malware Detection,chrome.exe,user45,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-28T17:35:17.710689,DESKTOP-1013,File Modification,excel.exe,user94,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-29T20:06:08.710692,DESKTOP-6757,Registry Change,word.exe,user71,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-26T17:53:41.710695,DESKTOP-2249,Registry Change,outlook.exe,user45,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-23T23:17:37.710698,DESKTOP-9474,Malware Detection,firefox.exe,user16,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-30T16:30:49.710701,DESKTOP-3511,Login Event,notepad.exe,user79,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-27T18:48:17.710704,DESKTOP-9871,Service Start/Stop,notepad.exe,user60,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-27T07:08:58.710707,DESKTOP-8599,Suspicious Activity,notepad.exe,user89,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-25T12:41:20.710710,DESKTOP-9243,Login Event,word.exe,user55,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-24T06:34:34.710714,DESKTOP-7279,Network Connection,excel.exe,user41,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-30T06:51:15.710717,DESKTOP-8964,Process Creation,notepad.exe,user73,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-27T18:00:45.710720,DESKTOP-1177,Login Event,excel.exe,user15,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-24T21:59:20.710723,DESKTOP-3554,Process Creation,firefox.exe,user12,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-30T12:39:39.710726,DESKTOP-2288,Service Start/Stop,outlook.exe,user79,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-28T09:47:20.710729,DESKTOP-5256,Network Connection,word.exe,user31,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-28T03:59:59.710732,DESKTOP-8183,Service Start/Stop,firefox.exe,user41,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-29T16:51:11.710735,DESKTOP-1000,Malware Detection,word.exe,user7,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-29T12:49:44.710738,DESKTOP-8665,Service Start/Stop,outlook.exe,user100,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-25T04:18:44.710741,DESKTOP-3550,Registry Change,notepad.exe,user5,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-24T20:08:16.710744,DESKTOP-6485,Login Event,chrome.exe,user52,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-28T02:35:17.710747,DESKTOP-3500,Process Creation,firefox.exe,user29,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-26T04:22:57.710750,DESKTOP-7353,Login Event,notepad.exe,user69,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-24T12:30:51.710753,DESKTOP-2641,Login Event,word.exe,user80,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-29T15:09:51.710756,DESKTOP-4488,Malware Detection,outlook.exe,user95,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-27T03:51:07.710759,DESKTOP-5882,Network Connection,notepad.exe,user85,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-26T07:20:35.710762,DESKTOP-9170,Process Creation,firefox.exe,user96,Low,a1ad0c9eca514d6fa4a49308f8e597b3,explorer.exe,"""firefox.exe"" --flag value",Benign
2025-09-26T20:45:29.710765,DESKTOP-1438,Service Start/Stop,notepad.exe,user61,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-28T01:44:43.710768,DESKTOP-2602,Process Creation,chrome.exe,user55,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-27T21:58:55.710772,DESKTOP-8064,Malware Detection,word.exe,user100,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-26T08:27:04.710775,DESKTOP-1719,Registry Change,outlook.exe,user8,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-24T12:57:25.710778,DESKTOP-2800,Suspicious Activity,chrome.exe,user33,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-28T09:26:24.710781,DESKTOP-7852,Network Connection,chrome.exe,user63,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-29T21:41:10.710784,DESKTOP-3986,Service Start/Stop,suspicious_process.exe,user16,Medium,8c243ef4943847bc4d35a4dc24559ec1,cmd.exe,"""suspicious_process.exe"" --flag value",Malicious
2025-09-28T04:14:35.710787,DESKTOP-5637,Suspicious Activity,notepad.exe,user15,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-23T21:52:52.710790,DESKTOP-9627,Suspicious Activity,chrome.exe,user62,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-25T22:38:34.710793,DESKTOP-4356,Suspicious Activity,chrome.exe,user1,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-25T15:49:28.710796,DESKTOP-8536,Service Start/Stop,chrome.exe,user48,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-28T21:18:02.710799,DESKTOP-9155,Malware Detection,chrome.exe,user3,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-28T14:28:19.710802,DESKTOP-5711,Service Start/Stop,outlook.exe,user62,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-29T05:14:32.710805,DESKTOP-5110,File Modification,chrome.exe,user35,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-30T09:48:31.710808,DESKTOP-9471,Login Event,notepad.exe,user76,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-24T16:34:56.710811,DESKTOP-4057,Service Start/Stop,outlook.exe,user41,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-29T06:36:31.710814,DESKTOP-3149,File Modification,word.exe,user20,Low,be3d50d996950caf39e3708aefe0438e,explorer.exe,"""word.exe"" --flag value",Benign
2025-09-26T21:48:31.710817,DESKTOP-9627,Malware Detection,chrome.exe,user85,Low,f8130c7aa6e824198c00e036314ba22d,explorer.exe,"""chrome.exe"" --flag value",Benign
2025-09-27T19:44:09.710820,DESKTOP-8321,Registry Change,notepad.exe,user68,Low,a37e9ce9e5a53c24d44a59084f0dde32,explorer.exe,"""notepad.exe"" --flag value",Benign
2025-09-26T07:50:15.710823,DESKTOP-7096,Process Creation,outlook.exe,user31,Low,7bb451006e81270667c34f8de6b5f44f,explorer.exe,"""outlook.exe"" --flag value",Benign
2025-09-26T06:06:11.710826,DESKTOP-5064,File Modification,excel.exe,user86,Low,cf0ee1fe487262be8a30d78ecb231bde,explorer.exe,"""excel.exe"" --flag value",Benign
2025-09-26T09:32:10.710830,DESKTOP-4640,File Modification,malware.exe,user14,Critical,9051c29972c935649d8fa4b823e54dea,cmd.exe,"""malware.exe"" --flag value",Malicious
